,sources,targets,q_total,IndexAvg,weights
5229,Bulgaria,Thailand,0.006,0.18,1117.8220000000001
5230,Finland,Thailand,0.054000000000000006,1.84,2664.9170000000004
5231,Hungary,Thailand,0.051,0.75,2429.925
5232,Philippines,Thailand,0.889,-0.37,4481.732
5233,Viet Nam,Thailand,0.077,-0.48,5188.044
5234,Turkey,Thailand,0.001,-0.2,7544.607
5235,"USA, Puerto Rico and US Virgin Islands",Thailand,26.225,1.28,45927.706
5236,Afghanistan,United Arab Emirates,0.003,-1.65,270.157
5237,Cambodia,United Arab Emirates,0.002,-0.81,178.167
5238,Costa Rica,United Arab Emirates,0.049,0.62,145.71
5239,Iraq,United Arab Emirates,0.009,-1.57,1460.639
5240,Jordan,United Arab Emirates,0.035,-0.04,209.025
5241,Luxembourg,United Arab Emirates,0.009000000000000001,1.71,127.797
5242,Morocco,United Arab Emirates,0.002,-0.27,267.086
5243,Pakistan,United Arab Emirates,0.001,-0.99,6553.291
5244,India,United Arab Emirates,7.862,-0.23,12479.099999999999
5245,Turkey,United Arab Emirates,0.11,-0.2,7544.607
5246,"USA, Puerto Rico and US Virgin Islands",United Arab Emirates,49.571,1.28,45927.706
5247,Kuwait,Tunisia,0.004,0.09,182.878
5248,Luxembourg,Tunisia,0.001,1.71,127.797
5249,Poland,Tunisia,0.599,0.71,21556.831
5250,Russian Federation,Tunisia,0.06,-0.71,18765.510000000002
5251,India,Tunisia,0.03,-0.23,12479.099999999999
5252,Turkey,Tunisia,0.009000000000000001,-0.2,7544.607
5253,"USA, Puerto Rico and US Virgin Islands",Tunisia,1.857,1.28,45927.706
5254,Bulgaria,Turkey,0.206,0.18,1117.8220000000001
5255,Ireland,Turkey,0.002,1.48,1538.568
5256,Latvia,Turkey,0.003,0.67,355.83900000000006
5257,Morocco,Turkey,0.002,-0.27,267.086
5258,Russian Federation,Turkey,0.082,-0.71,18765.510000000002
5259,"USA, Puerto Rico and US Virgin Islands",Turkey,10.293,1.28,45927.706
5260,Czechia,Turkmenistan,0.004,0.9,4658.562
5261,Netherlands,Turkmenistan,0.002,1.69,36637.42799999999
5262,"USA, Puerto Rico and US Virgin Islands",Turkmenistan,0.258,1.28,45927.706
5263,Finland,Uganda,0.004,1.84,2664.9170000000004
5264,"France, Monaco",Uganda,0.02,1.19,14637.760999999999
5265,Germany,Uganda,0.027000000000000003,1.49,23017.288
5266,Israel,Uganda,0.005,0.63,6832.461
5267,Japan,Uganda,0.05,1.23,69993.533
5268,Russian Federation,Uganda,0.001,-0.71,18765.510000000002
5269,India,Uganda,0.01,-0.23,12479.099999999999
5270,United Arab Emirates,Uganda,6.034999999999999,0.55,17822.197999999997
5271,"USA, Puerto Rico and US Virgin Islands",Uganda,0.132,1.28,45927.706
5272,Colombia,Ukraine,0.038,-0.38,582.9689999999999
5273,Ireland,Ukraine,0.001,1.48,1538.568
5274,Malaysia,Ukraine,0.006,0.36,23304.784
5275,Philippines,Ukraine,0.004,-0.37,4481.732
5276,Viet Nam,Ukraine,0.635,-0.48,5188.044
5277,Spain,Ukraine,0.075,0.95,7276.441000000001
5278,Thailand,Ukraine,0.006,-0.14,5499.867
5279,United Arab Emirates,Ukraine,0.003,0.55,17822.197999999997
5280,The Former Yugoslav Republic of Macedonia,Ukraine,0.001,-0.19,24.177
5281,"USA, Puerto Rico and US Virgin Islands",Ukraine,0.8720000000000001,1.28,45927.706
5282,Bosnia Herzegovina,The Former Yugoslav Republic of Macedonia,0.134,-0.38,60.831999999999994
5283,Mexico,The Former Yugoslav Republic of Macedonia,0.008,-0.17,19859.502
5284,Turkey,The Former Yugoslav Republic of Macedonia,0.004,-0.2,7544.607
5285,"USA, Puerto Rico and US Virgin Islands",The Former Yugoslav Republic of Macedonia,0.192,1.28,45927.706
5286,Australia,Egypt,0.108,1.58,6158.040999999998
5287,Bahrain,Egypt,0.005,0.05,79.94699999999999
5288,Ecuador,Egypt,0.001,-0.63,218.058
5289,"France, Monaco",Egypt,0.183,1.19,14637.760999999999
5290,Lithuania,Egypt,0.054000000000000006,0.78,458.13199999999995
5291,Poland,Egypt,0.001,0.71,21556.831
5292,Russian Federation,Egypt,0.018,-0.71,18765.510000000002
5293,"USA, Puerto Rico and US Virgin Islands",Egypt,1.077,1.28,45927.706
5294,Afghanistan,United Kingdom,0.059,-1.65,270.157
5295,Azerbaijan,United Kingdom,0.012,-0.83,170.51
5296,Brazil,United Kingdom,0.195,-0.03,13792.235999999999
5297,Kuwait,United Kingdom,0.003,0.09,182.878
5298,Morocco,United Kingdom,0.063,-0.27,267.086
5299,New Caledonia,United Kingdom,0.005,,52.845
5300,Saudi Arabia,United Kingdom,21.038,-0.33,3947.6340000000005
5301,Senegal,United Kingdom,3.418,-0.16,981.6790000000001
5302,Serbia,United Kingdom,0.001,-0.32,640.7230000000002
5303,"USA, Puerto Rico and US Virgin Islands",United Kingdom,140.296,1.28,45927.706
5304,Angola,"USA, Puerto Rico and US Virgin Islands",4.2,-1.14,1332.205
5305,Argentina,"USA, Puerto Rico and US Virgin Islands",0.044000000000000004,-0.19,847.389
5306,Bahrain,"USA, Puerto Rico and US Virgin Islands",0.005,0.05,79.94699999999999
5307,Plurinational State of Bolivia,"USA, Puerto Rico and US Virgin Islands",0.043,-0.52,42.587
5308,Bulgaria,"USA, Puerto Rico and US Virgin Islands",0.046,0.18,1117.8220000000001
5309,Croatia,"USA, Puerto Rico and US Virgin Islands",0.085,0.34,252.433
5310,Greece,"USA, Puerto Rico and US Virgin Islands",0.001,0.5,3915.5150000000003
5311,Guatemala,"USA, Puerto Rico and US Virgin Islands",0.318,-0.6,226.006
5312,Guyana,"USA, Puerto Rico and US Virgin Islands",0.007,-0.3,194.856
5313,Kuwait,"USA, Puerto Rico and US Virgin Islands",1.984,0.09,182.878
5314,Morocco,"USA, Puerto Rico and US Virgin Islands",0.125,-0.27,267.086
5315,Peru,"USA, Puerto Rico and US Virgin Islands",0.064,-0.25,201.284
5316,Saint Kitts and Nevis,"USA, Puerto Rico and US Virgin Islands",0.702,0.67,4.5920000000000005
5317,Senegal,"USA, Puerto Rico and US Virgin Islands",0.005,-0.16,981.6790000000001
5318,Uganda,"USA, Puerto Rico and US Virgin Islands",0.008,-0.62,84.29
5319,Ukraine,"USA, Puerto Rico and US Virgin Islands",0.11,-0.62,978.1
5320,Uruguay,"USA, Puerto Rico and US Virgin Islands",0.003,0.79,146.866
5321,Australia,Burkina Faso,0.027,1.58,6158.040999999998
5322,Austria,Burkina Faso,0.001,1.55,3394.051
5323,Denmark,Burkina Faso,0.014,1.78,7989.049999999999
5324,"France, Monaco",Burkina Faso,0.164,1.19,14637.760999999999
5325,Ghana,Burkina Faso,0.014,0.0,403.63599999999997
5326,Malaysia,Burkina Faso,0.087,0.36,23304.784
5327,Senegal,Burkina Faso,10.0,-0.16,981.6790000000001
5328,United Arab Emirates,Burkina Faso,0.07,0.55,17822.197999999997
5329,United Kingdom,Burkina Faso,2.051,1.46,34960.074
5330,"USA, Puerto Rico and US Virgin Islands",Burkina Faso,0.20600000000000002,1.28,45927.706
5331,Italy,Uruguay,0.01,0.63,9579.352
5332,Lithuania,Uruguay,0.004,0.78,458.13199999999995
5333,"Other Asia, not elsewhere specified",Uruguay,0.067,,13215.868999999999
5334,"Norway, Svalbard and Jan Mayen",Uruguay,0.009,1.73,2245.9860000000003
5335,Peru,Uruguay,0.002,-0.25,201.284
5336,Poland,Uruguay,0.54,0.71,21556.831
5337,"USA, Puerto Rico and US Virgin Islands",Uruguay,2.44,1.28,45927.706
5338,Czechia,Uzbekistan,0.036,0.9,4658.562
5339,Finland,Uzbekistan,0.049,1.84,2664.9170000000004
5340,"France, Monaco",Uzbekistan,0.261,1.19,14637.760999999999
5341,Indonesia,Uzbekistan,0.438,-0.49,25303.601000000002
5342,Italy,Uzbekistan,173.725,0.63,9579.352
5343,Japan,Uzbekistan,1.704,1.23,69993.533
5344,Ukraine,Uzbekistan,0.011,-0.62,978.1
5345,Belgium,Yemen,0.075,1.31,12239.12
5346,"China, Hong Kong Special Administrative Region",Yemen,0.032,1.35,99971.2
5347,Italy,Yemen,0.019,0.63,9579.352
5348,Belgium,Zambia,0.001,1.31,12239.12
5349,Denmark,Zambia,0.01,1.78,7989.049999999999
5350,Greece,Zambia,0.009000000000000001,0.5,3915.5150000000003
5351,Senegal,Zambia,0.002,-0.16,981.6790000000001
5352,Spain,Zambia,0.001,0.95,7276.441000000001
5353,"Switzerland, Liechtenstein",Zambia,0.001,1.75,3995.692
5354,"Switzerland, Liechtenstein",Zambia,0.001,1.54,3995.692
5355,United Republic of Tanzania,Zambia,0.001,-0.45,1444.3220000000001
5356,"USA, Puerto Rico and US Virgin Islands",Zambia,1.045,1.28,45927.706
5357,Canada,Bermuda,0.008,1.62,17531.729000000003
5358,China,Bermuda,0.027,-0.49,411379.754
5359,"USA, Puerto Rico and US Virgin Islands",Bermuda,2.247,1.28,45927.706
5360,Bulgaria,Croatia,32.246,0.18,1117.8220000000001
5361,Israel,Croatia,0.227,0.63,6832.461
5362,"USA, Puerto Rico and US Virgin Islands",Croatia,0.488,1.28,45927.706
5363,China,Benin,1.419,-0.49,411379.754
5364,Congo,Benin,0.02,-1.12,36.87
5365,Denmark,Benin,0.13,1.78,7989.049999999999
5366,"France, Monaco",Benin,0.7689999999999999,1.19,14637.760999999999
5367,Italy,Benin,0.10200000000000001,0.63,9579.352
5368,Nigeria,Benin,0.036,-1.11,2730.0199999999995
5369,United Arab Emirates,Benin,0.454,0.55,17822.197999999997
5370,United Kingdom,Benin,0.024,1.46,34960.074
5371,"USA, Puerto Rico and US Virgin Islands",Benin,0.062,1.28,45927.706
5372,"France, Monaco",Gambia,0.014,1.19,14637.760999999999
5373,Germany,Gambia,0.051,1.49,23017.288
5374,Lebanon,Gambia,1.2,-0.65,134.824
5375,"USA, Puerto Rico and US Virgin Islands",Gambia,6.507,1.28,45927.706
5376,China,State of Palestine,0.17500000000000002,-0.49,411379.754
5377,"France, Monaco",State of Palestine,0.001,1.19,14637.760999999999
5378,"China, Hong Kong Special Administrative Region",State of Palestine,0.006,1.35,99971.2
5379,Indonesia,State of Palestine,0.117,-0.49,25303.601000000002
5380,Israel,State of Palestine,0.06,0.63,6832.461
5381,Republic of Korea,State of Palestine,2.47,0.75,28784.924
5382,United Kingdom,State of Palestine,0.033,1.46,34960.074
5383,Portugal,"China, Macao Special Administrative Region",0.001,1.09,724.57
5384,Australia,Mauritania,0.004,1.58,6158.040999999998
5385,Belgium,Mauritania,0.018,1.31,12239.12
5386,Germany,Mauritania,0.044,1.49,23017.288
5387,Netherlands,Mauritania,0.002,1.69,36637.42799999999
5388,Turkey,Mauritania,26.471999999999998,-0.2,7544.607
5389,"USA, Puerto Rico and US Virgin Islands",Mauritania,0.136,1.28,45927.706
5390,Australia,Mauritius,0.178,1.58,6158.040999999998
5391,Belgium,Mauritius,0.045,1.31,12239.12
5392,Finland,Mauritius,0.009,1.84,2664.9170000000004
5393,Greece,Mauritius,0.004,0.5,3915.5150000000003
5394,Turkey,Mauritius,0.018,-0.2,7544.607
5395,"USA, Puerto Rico and US Virgin Islands",Mauritius,0.065,1.28,45927.706
5396,"France, Monaco",Mongolia,0.005,1.19,14637.760999999999
5397,Malaysia,Mongolia,0.017,0.36,23304.784
5398,Mexico,Mongolia,0.001,-0.17,19859.502
5399,"Other Asia, not elsewhere specified",Mongolia,0.002,,13215.868999999999
5400,Thailand,Mongolia,0.615,-0.14,5499.867
5401,"USA, Puerto Rico and US Virgin Islands",Mongolia,0.124,1.28,45927.706
5402,Austria,Republic of Moldova,0.005,1.55,3394.051
5403,Malaysia,Republic of Moldova,0.001,0.36,23304.784
5404,India,Republic of Moldova,0.002,-0.23,12479.099999999999
5405,United Kingdom,Republic of Moldova,0.007,1.46,34960.074
5406,"USA, Puerto Rico and US Virgin Islands",Republic of Moldova,0.061000000000000006,1.28,45927.706
5407,"Norway, Svalbard and Jan Mayen",Marshall Islands,0.027,1.73,2245.9860000000003
5408,Ukraine,Marshall Islands,0.001,-0.62,978.1
5409,Argentina,Paraguay,2.092,-0.19,847.389
5410,Canada,Paraguay,0.79,1.62,17531.729000000003
5411,Chile,Paraguay,0.08399999999999999,1.12,1175.6370000000002
5412,"Other Asia, not elsewhere specified",Paraguay,0.005,,13215.868999999999
5413,"Norway, Svalbard and Jan Mayen",Paraguay,0.001,1.73,2245.9860000000003
5414,Portugal,Paraguay,0.002,1.09,724.57
5415,South Africa,Paraguay,0.001,0.29,58175.628000000004
5416,"USA, Puerto Rico and US Virgin Islands",Paraguay,6.237,1.28,45927.706
5417,Canada,Rwanda,0.001,1.62,17531.729000000003
5418,"China, Hong Kong Special Administrative Region",Rwanda,0.06,1.35,99971.2
5419,Israel,Rwanda,0.01,0.63,6832.461
5420,"Norway, Svalbard and Jan Mayen",Rwanda,0.001,1.73,2245.9860000000003
5421,Portugal,Rwanda,0.186,1.09,724.57
5422,India,Rwanda,3.2,-0.23,12479.099999999999
5423,United Kingdom,Rwanda,0.033,1.46,34960.074
5424,United Republic of Tanzania,Rwanda,0.09,-0.45,1444.3220000000001
5425,"USA, Puerto Rico and US Virgin Islands",Rwanda,0.16,1.28,45927.706
5426,"France, Monaco",Togo,0.218,1.19,14637.760999999999
5427,Ghana,Togo,0.18,0.0,403.63599999999997
5428,Morocco,Togo,1.26,-0.27,267.086
5429,United Arab Emirates,Togo,1.1420000000000001,0.55,17822.197999999997
5430,Netherlands,Lao People's Dem. Rep.,0.074,1.69,36637.42799999999
5431,Denmark,Afghanistan,0.002,1.78,7989.049999999999
5432,Hungary,Afghanistan,0.001,0.75,2429.925
5433,Republic of Korea,Afghanistan,0.019,0.75,28784.924
5434,American Samoa,Samoa,0.001,0.78,0.004
5435,China,Samoa,0.01,-0.49,411379.754
5436,"China, Hong Kong Special Administrative Region",Samoa,0.018,1.35,99971.2
5437,New Zealand,Samoa,0.007,1.78,474.91700000000003
5438,Singapore,Samoa,0.002,1.52,57683.688
5439,"USA, Puerto Rico and US Virgin Islands",Samoa,0.026,1.28,45927.706
5440,Rwanda,Burundi,0.22,-0.47,75.823
5441,India,Burundi,0.32,-0.23,12479.099999999999
5442,Spain,Burundi,5.829,0.95,7276.441000000001
5443,Barbados,Guyana,0.4,1.12,36.906
5444,Bosnia Herzegovina,Guyana,0.014,-0.38,60.831999999999994
5445,"France, Monaco",Guyana,0.509,1.19,14637.760999999999
5446,"China, Hong Kong Special Administrative Region",Guyana,0.5619999999999999,1.35,99971.2
5447,Pakistan,Guyana,0.053,-0.99,6553.291
5448,Panama,Guyana,0.949,0.12,195.44399999999996
5449,Singapore,Guyana,0.401,1.52,57683.688
5450,Suriname,Guyana,0.179,-0.08,9.666
5451,Trinidad and Tobago,Guyana,6.2829999999999995,0.21,126.86399999999999
5452,"USA, Puerto Rico and US Virgin Islands",Guyana,7.584999999999999,1.28,45927.706
5453,"France, Monaco",Albania,0.001,1.19,14637.760999999999
5454,Kazakhstan,Algeria,0.001,-0.56,347.704
5455,Lithuania,Algeria,0.011,0.78,458.13199999999995
5456,Portugal,Algeria,0.004,1.09,724.57
5457,Netherlands,Andorra,0.002,1.69,36637.42799999999
5458,Singapore,Andorra,0.14,1.52,57683.688
5459,Canada,Antigua and Barbuda,0.01,1.62,17531.729000000003
5460,China,Antigua and Barbuda,0.006,-0.49,411379.754
5461,Saint Lucia,Antigua and Barbuda,0.025,0.7,24.239
5462,Poland,Bahamas,0.089,0.71,21556.831
5463,Turkey,Bahamas,0.015,-0.2,7544.607
5464,"USA, Puerto Rico and US Virgin Islands",Bahamas,4.181,1.28,45927.706
5465,Greece,Cameroon,0.001,0.5,3915.5150000000003
5466,Spain,Cameroon,0.01,0.95,7276.441000000001
5467,"USA, Puerto Rico and US Virgin Islands",Cameroon,0.128,1.28,45927.706
5468,Belgium,Cabo Verde,0.012,1.31,12239.12
5469,Brazil,Cabo Verde,0.001,-0.03,13792.235999999999
5470,Italy,Cabo Verde,0.060000000000000005,0.63,9579.352
5471,Netherlands,Cabo Verde,0.018,1.69,36637.42799999999
5472,Belgium,Chad,1.7,1.31,12239.12
5473,"France, Monaco",Chad,0.628,1.19,14637.760999999999
5474,Spain,Chad,0.002,0.95,7276.441000000001
5475,Sweden,Chad,0.054,1.73,8622.961
5476,"USA, Puerto Rico and US Virgin Islands",Chad,0.056,1.28,45927.706
5477,Denmark,Cuba,0.008,1.78,7989.049999999999
5478,Mexico,Cuba,0.14100000000000001,-0.17,19859.502
5479,Angola,Equatorial Guinea,0.004,-1.14,1332.205
5480,Congo,Equatorial Guinea,0.711,-1.12,36.87
5481,Denmark,Equatorial Guinea,0.036,1.78,7989.049999999999
5482,Lithuania,Equatorial Guinea,0.004,0.78,458.13199999999995
5483,Netherlands,Equatorial Guinea,0.10200000000000001,1.69,36637.42799999999
5484,South Africa,Equatorial Guinea,0.477,0.29,58175.628000000004
5485,United Arab Emirates,Equatorial Guinea,0.013,0.55,17822.197999999997
5486,"USA, Puerto Rico and US Virgin Islands",Equatorial Guinea,0.07300000000000001,1.28,45927.706
5487,"USA, Puerto Rico and US Virgin Islands",Djibouti,1.899,1.28,45927.706
5488,Angola,Gabon,0.046,-1.14,1332.205
5489,Canada,Gabon,0.086,1.62,17531.729000000003
5490,Congo,Gabon,0.473,-1.12,36.87
5491,Denmark,Gabon,0.023,1.78,7989.049999999999
5492,"France, Monaco",Gabon,1.9049999999999998,1.19,14637.760999999999
5493,Côte d'Ivoire,Gabon,0.073,,215.259
5494,Lebanon,Gabon,0.8,-0.65,134.824
5495,"USA, Puerto Rico and US Virgin Islands",Gabon,0.655,1.28,45927.706
5496,Canada,Guinea,0.235,1.62,17531.729000000003
5497,"France, Monaco",Guinea,0.27,1.19,14637.760999999999
5498,Germany,Guinea,0.017,1.49,23017.288
5499,Lebanon,Guinea,1.2,-0.65,134.824
5500,Netherlands,Guinea,0.004,1.69,36637.42799999999
5501,India,Guinea,0.033,-0.23,12479.099999999999
5502,South Africa,Guinea,1.097,0.29,58175.628000000004
5503,United Kingdom,Guinea,0.029,1.46,34960.074
5504,United Arab Emirates,Lesotho,18.0,0.55,17822.197999999997
5505,"USA, Puerto Rico and US Virgin Islands",Lesotho,0.078,1.28,45927.706
5506,Zambia,Lesotho,1.05,-0.37,3748.8620000000005
5507,Germany,Liberia,0.008,1.49,23017.288
5508,"Norway, Svalbard and Jan Mayen",Liberia,0.002,1.73,2245.9860000000003
5509,Spain,Liberia,0.01,0.95,7276.441000000001
5510,"USA, Puerto Rico and US Virgin Islands",Liberia,0.002,1.28,45927.706
5511,Austria,Libya,0.021,1.55,3394.051
5512,Canada,Libya,0.08399999999999999,1.62,17531.729000000003
5513,India,Libya,0.092,-0.23,12479.099999999999
5514,Spain,Libya,0.23600000000000002,0.95,7276.441000000001
5515,"USA, Puerto Rico and US Virgin Islands",Libya,0.138,1.28,45927.706
5516,Ecuador,Mexico,0.009,-0.63,218.058
5517,El Salvador,Mexico,0.673,-0.21,280.12299999999993
5518,Greece,Mexico,19.246,0.5,3915.5150000000003
5519,Guatemala,Mexico,1.3639999999999999,-0.6,226.006
5520,Honduras,Mexico,0.124,-0.6,72.018
5521,Hungary,Mexico,0.013000000000000001,0.75,2429.925
5522,Iceland,Mexico,0.011,1.61,103.019
5523,Israel,Mexico,4.342,0.63,6832.461
5524,Lithuania,Mexico,0.087,0.78,458.13199999999995
5525,Nicaragua,Mexico,0.023,-0.58,24.707
5526,Poland,Mexico,0.003,0.71,21556.831
5527,Slovenia,Mexico,0.007,0.97,761.7780000000001
5528,United Arab Emirates,Mexico,0.264,0.55,17822.197999999997
5529,"USA, Puerto Rico and US Virgin Islands",Mexico,4398.036,1.28,45927.706
5530,China,Curaçao,0.124,-0.49,411379.754
5531,Italy,Curaçao,0.006,0.63,9579.352
5532,"USA, Puerto Rico and US Virgin Islands",Curaçao,0.481,1.28,45927.706
5533,Denmark,Timor-Leste,0.002,1.78,7989.049999999999
5534,Denmark,San Marino,0.461,1.78,7989.049999999999
5535,Poland,San Marino,0.10500000000000001,0.71,21556.831
5536,Netherlands,Sierra Leone,0.115,1.69,36637.42799999999
5537,Germany,Sudan,0.078,1.49,23017.288
5538,Côte d'Ivoire,Sudan,0.037,,215.259
5539,United Kingdom,Sudan,0.052000000000000005,1.46,34960.074
5540,Czechia,Trinidad and Tobago,0.002,0.9,4658.562
5541,Guyana,Trinidad and Tobago,41.631,-0.3,194.856
5542,Kazakhstan,Trinidad and Tobago,0.074,-0.56,347.704
5543,Netherlands,Trinidad and Tobago,0.019,1.69,36637.42799999999
5544,"USA, Puerto Rico and US Virgin Islands",Trinidad and Tobago,1.3250000000000002,1.28,45927.706
5545,Italy,United Republic of Tanzania,0.041999999999999996,0.63,9579.352
5546,Kenya,United Republic of Tanzania,0.006,-0.67,607.021
5547,Austria,Venezuela,0.01,1.55,3394.051
5548,Brazil,Venezuela,0.02,-0.03,13792.235999999999
5549,Chile,Venezuela,0.01,1.12,1175.6370000000002
5550,Japan,Venezuela,0.021,1.23,69993.533
5551,Netherlands,Venezuela,0.002,1.69,36637.42799999999
5552,Peru,Venezuela,0.001,-0.25,201.284
5553,Portugal,Venezuela,0.002,1.09,724.57
5554,Slovakia,Venezuela,0.002,0.7,1870.2870000000003
5555,"USA, Puerto Rico and US Virgin Islands",Venezuela,2.343,1.28,45927.706
5556,Guatemala,Belize,0.004,-0.6,226.006
5557,"China, Hong Kong Special Administrative Region",Belize,1.719,1.35,99971.2
5558,Singapore,Belize,0.008,1.52,57683.688
5559,United Kingdom,Belize,0.857,1.46,34960.074
5560,"USA, Puerto Rico and US Virgin Islands",Belize,0.202,1.28,45927.706
5561,"Norway, Svalbard and Jan Mayen",Cayman Islands,0.198,1.73,2245.9860000000003
5562,United Kingdom,Cayman Islands,3.581,1.46,34960.074
5563,"USA, Puerto Rico and US Virgin Islands",Cayman Islands,0.5690000000000001,1.28,45927.706
5564,Portugal,Aruba,0.005,1.09,724.57
5565,"USA, Puerto Rico and US Virgin Islands",Aruba,0.532,1.28,45927.706
5566,Dominican Republic,Haiti,1.006,-0.3,136.26399999999998
5567,Thailand,Haiti,0.023,-0.14,5499.867
5568,"USA, Puerto Rico and US Virgin Islands",Haiti,1.042,1.28,45927.706
5569,Bulgaria,Panama,0.013000000000000001,0.18,1117.8220000000001
5570,Canada,Panama,0.023,1.62,17531.729000000003
5571,Dominican Republic,Panama,0.4,-0.3,136.26399999999998
5572,Japan,Panama,0.047,1.23,69993.533
5573,Malaysia,Panama,2.9139999999999997,0.36,23304.784
5574,Mexico,Panama,0.049,-0.17,19859.502
5575,New Zealand,Panama,0.329,1.78,474.91700000000003
5576,Viet Nam,Panama,0.047,-0.48,5188.044
5577,South Africa,Panama,0.477,0.29,58175.628000000004
5578,"Switzerland, Liechtenstein",Panama,0.375,1.75,3995.692
5579,"Switzerland, Liechtenstein",Panama,0.375,1.54,3995.692
5580,"USA, Puerto Rico and US Virgin Islands",Panama,5.748,1.28,45927.706
5581,"USA, Puerto Rico and US Virgin Islands",Saint Kitts and Nevis,2.071,1.28,45927.706
5582,"USA, Puerto Rico and US Virgin Islands",Suriname,4.542,1.28,45927.706
5583,Netherlands,Syria,0.004,1.69,36637.42799999999
5584,India,Bhutan,0.048999999999999995,-0.23,12479.099999999999
5585,United Arab Emirates,Bhutan,0.02,0.55,17822.197999999997
5586,Saint Lucia,British Virgin Islands,0.285,0.7,24.239
5587,Australia,Christmas Islands,0.03,1.58,6158.040999999998
5588,"USA, Puerto Rico and US Virgin Islands",Dominica,0.087,1.28,45927.706
5589,Australia,Kiribati,0.043,1.58,6158.040999999998
5590,Australia,Guam,0.723,1.58,6158.040999999998
5591,Belgium,New Caledonia,0.005,1.31,12239.12
5592,"France, Monaco",New Caledonia,6.258,1.19,14637.760999999999
5593,Fiji,Vanuatu,0.016,-0.13,28.554000000000002
5594,United Kingdom,Vanuatu,0.063,1.46,34960.074
5595,"USA, Puerto Rico and US Virgin Islands",Vanuatu,0.368,1.28,45927.706
5596,New Zealand,Niue,0.077,1.78,474.91700000000003
5597,China,Federated State of Micronesia,3.433,-0.49,411379.754
5598,Japan,Palau,0.139,1.23,69993.533
5599,Denmark,Papua New Guinea,0.001,1.78,7989.049999999999
5600,Italy,Papua New Guinea,0.315,0.63,9579.352
5601,"Switzerland, Liechtenstein",Papua New Guinea,0.001,1.75,3995.692
5602,"Switzerland, Liechtenstein",Papua New Guinea,0.001,1.54,3995.692
5603,"USA, Puerto Rico and US Virgin Islands",Papua New Guinea,1.065,1.28,45927.706
5604,South Africa,Saint Helena,1.276,0.29,58175.628000000004
5605,"France, Monaco",Saint Pierre and Miquelon,0.041,1.19,14637.760999999999
5606,"USA, Puerto Rico and US Virgin Islands",Saint Vincent and the Grenadines,0.189,1.28,45927.706
5607,Netherlands,South Sudan,0.003,1.69,36637.42799999999
5608,South Africa,South Sudan,12.084,0.29,58175.628000000004
5609,Portugal,Tonga,0.004,1.09,724.57
5610,"China, Hong Kong Special Administrative Region",Tuvalu,0.034,1.35,99971.2
5611,New Zealand,Tuvalu,0.01,1.78,474.91700000000003
5612,Canada,Saint Maarten (Dutch part),0.006,1.62,17531.729000000003
5613,Netherlands,Saint Maarten (Dutch part),0.004,1.69,36637.42799999999
5614,"USA, Puerto Rico and US Virgin Islands",Saint Maarten (Dutch part),1.182,1.28,45927.706
5615,"France, Monaco",Saint Barthélemy,0.056,1.19,14637.760999999999
5616,Portugal,Saint Barthélemy,0.001,1.09,724.57
5617,Barbados,Anguilla,0.004,1.12,36.906
5618,Jamaica,Anguilla,0.036,0.08,75.28500000000001
5619,Hungary,French South Antarctic Territories,0.002,0.75,2429.925
5620,Netherlands,French South Antarctic Territories,0.018,1.69,36637.42799999999
5621,Australia,Azerbaijan,0.002,1.58,6158.040999999998
5622,Ireland,Azerbaijan,0.004,1.48,1538.568
5623,New Zealand,Argentina,0.003,1.78,474.91700000000003
5624,Viet Nam,Argentina,0.002,-0.48,5188.044
5625,Brunei Darussalam,Australia,0.033,0.57,30.432999999999996
5626,Costa Rica,Australia,0.651,0.62,145.71
5627,Iceland,Australia,0.001,1.61,103.019
5628,Latvia,Australia,0.041,0.67,355.83900000000006
5629,Romania,Australia,0.06,0.11,5213.838
5630,Slovenia,Australia,0.139,0.97,761.7780000000001
5631,New Zealand,Austria,0.001,1.78,474.91700000000003
5632,United Arab Emirates,Austria,0.003,0.55,17822.197999999997
5633,Austria,Armenia,0.001,1.55,3394.051
5634,Greece,Armenia,0.001,0.5,3915.5150000000003
5635,Hungary,Armenia,0.002,0.75,2429.925
5636,Turks and Caicos Islands,Armenia,0.002,,0.238
5637,Dominican Republic,Barbados,0.03,-0.3,136.26399999999998
5638,"France, Monaco",Barbados,0.002,1.19,14637.760999999999
5639,Jamaica,Barbados,0.291,0.08,75.28500000000001
5640,Curaçao,Barbados,0.364,,1.678
5641,Brazil,Belgium,0.05,-0.03,13792.235999999999
5642,Democratic Republic of the Congo,Belgium,0.006,-1.65,3567.076
5643,Guyana,Belgium,0.035,-0.3,194.856
5644,Ukraine,Belgium,0.004,-0.62,978.1
5645,Colombia,Plurinational State of Bolivia,0.006,-0.38,582.9689999999999
5646,Greece,Plurinational State of Bolivia,0.001,0.5,3915.5150000000003
5647,Democratic People's Republic of Korea,Bosnia Herzegovina,0.006,-1.54,0.091
5648,India,Botswana,0.004,-0.23,12479.099999999999
5649,United Arab Emirates,Botswana,0.124,0.55,17822.197999999997
5650,Zambia,Botswana,0.001,-0.37,3748.8620000000005
5651,Guyana,Brazil,0.039,-0.3,194.856
5652,Iceland,Brazil,0.007,1.61,103.019
5653,Pakistan,Brazil,0.002,-0.99,6553.291
5654,Tunisia,Brazil,0.002,-0.16,499.533
