,sources,targets,q_total,IndexAvg,weights
3363,Canada,Togo,0.006,1.62,17531.729000000003
3364,China,Togo,90.665,-0.49,411379.754
3365,Greece,Togo,0.009,0.5,3915.5150000000003
3366,Netherlands,Togo,0.004,1.69,36637.42799999999
3367,Singapore,Togo,0.40499999999999997,1.52,57683.688
3368,"Switzerland, Liechtenstein",Togo,0.002,1.75,3995.692
3369,"Switzerland, Liechtenstein",Togo,0.002,1.54,3995.692
3370,Angola,United Arab Emirates,0.066,-1.14,1332.205
3371,Australia,United Arab Emirates,0.206,1.58,6158.040999999998
3372,Austria,United Arab Emirates,0.215,1.55,3394.051
3373,Bahrain,United Arab Emirates,0.267,0.05,79.94699999999999
3374,Belgium,United Arab Emirates,0.226,1.31,12239.12
3375,Brazil,United Arab Emirates,0.051000000000000004,-0.03,13792.235999999999
3376,Bulgaria,United Arab Emirates,0.012,0.18,1117.8220000000001
3377,Cameroon,United Arab Emirates,1.974,-0.96,2320.045
3378,Canada,United Arab Emirates,1.27,1.62,17531.729000000003
3379,Chile,United Arab Emirates,1.268,1.12,1175.6370000000002
3380,China,United Arab Emirates,3864.6499999999996,-0.49,411379.754
3381,Czechia,United Arab Emirates,0.186,0.9,4658.562
3382,Denmark,United Arab Emirates,4.061,1.78,7989.049999999999
3383,Ethiopia,United Arab Emirates,0.001,-0.94,41.178999999999995
3384,Finland,United Arab Emirates,0.034,1.84,2664.9170000000004
3385,"France, Monaco",United Arab Emirates,6.231,1.19,14637.760999999999
3386,Germany,United Arab Emirates,21.258000000000003,1.49,23017.288
3387,Greece,United Arab Emirates,0.013999999999999999,0.5,3915.5150000000003
3388,"China, Hong Kong Special Administrative Region",United Arab Emirates,571.134,1.35,99971.2
3389,Indonesia,United Arab Emirates,41.786,-0.49,25303.601000000002
3390,Ireland,United Arab Emirates,0.9710000000000001,1.48,1538.568
3391,Italy,United Arab Emirates,6.266,0.63,9579.352
3392,Japan,United Arab Emirates,10.967,1.23,69993.533
3393,Kazakhstan,United Arab Emirates,0.038,-0.56,347.704
3394,Kenya,United Arab Emirates,0.28,-0.67,607.021
3395,Republic of Korea,United Arab Emirates,253.18200000000002,0.75,28784.924
3396,Kuwait,United Arab Emirates,8.818999999999999,0.09,182.878
3397,Lebanon,United Arab Emirates,0.007,-0.65,134.824
3398,Latvia,United Arab Emirates,2.162,0.67,355.83900000000006
3399,Lithuania,United Arab Emirates,0.649,0.78,458.13199999999995
3400,Malaysia,United Arab Emirates,1.382,0.36,23304.784
3401,Mexico,United Arab Emirates,3.5100000000000002,-0.17,19859.502
3402,"Other Asia, not elsewhere specified",United Arab Emirates,0.30800000000000005,,13215.868999999999
3403,Oman,United Arab Emirates,3.65,0.24,265.376
3404,Netherlands,United Arab Emirates,1.0779999999999998,1.69,36637.42799999999
3405,"Norway, Svalbard and Jan Mayen",United Arab Emirates,8.21,1.73,2245.9860000000003
3406,Philippines,United Arab Emirates,1.44,-0.37,4481.732
3407,Poland,United Arab Emirates,0.8119999999999999,0.71,21556.831
3408,Romania,United Arab Emirates,0.538,0.11,5213.838
3409,Russian Federation,United Arab Emirates,0.137,-0.71,18765.510000000002
3410,Saudi Arabia,United Arab Emirates,0.347,-0.33,3947.6340000000005
3411,Singapore,United Arab Emirates,49.617000000000004,1.52,57683.688
3412,Slovakia,United Arab Emirates,0.017,0.7,1870.2870000000003
3413,Viet Nam,United Arab Emirates,1.1959999999999997,-0.48,5188.044
3414,Slovenia,United Arab Emirates,0.06899999999999999,0.97,761.7780000000001
3415,South Africa,United Arab Emirates,467.485,0.29,58175.628000000004
3416,Spain,United Arab Emirates,1.525,0.95,7276.441000000001
3417,Sweden,United Arab Emirates,2.494,1.73,8622.961
3418,"Switzerland, Liechtenstein",United Arab Emirates,14.77,1.75,3995.692
3419,"Switzerland, Liechtenstein",United Arab Emirates,14.77,1.54,3995.692
3420,Thailand,United Arab Emirates,16.367,-0.14,5499.867
3421,United Kingdom,United Arab Emirates,28.329,1.46,34960.074
3422,Austria,Tunisia,0.004,1.55,3394.051
3423,Belgium,Tunisia,0.057999999999999996,1.31,12239.12
3424,Canada,Tunisia,0.022000000000000002,1.62,17531.729000000003
3425,China,Tunisia,218.716,-0.49,411379.754
3426,Czechia,Tunisia,0.003,0.9,4658.562
3427,"France, Monaco",Tunisia,30.417,1.19,14637.760999999999
3428,Germany,Tunisia,3.146,1.49,23017.288
3429,"China, Hong Kong Special Administrative Region",Tunisia,10.177,1.35,99971.2
3430,Hungary,Tunisia,0.002,0.75,2429.925
3431,Indonesia,Tunisia,26.781,-0.49,25303.601000000002
3432,Ireland,Tunisia,0.011,1.48,1538.568
3433,Italy,Tunisia,1.037,0.63,9579.352
3434,Japan,Tunisia,4.151,1.23,69993.533
3435,Republic of Korea,Tunisia,12.058,0.75,28784.924
3436,Lithuania,Tunisia,0.002,0.78,458.13199999999995
3437,Malaysia,Tunisia,0.002,0.36,23304.784
3438,Mexico,Tunisia,0.001,-0.17,19859.502
3439,"Other Asia, not elsewhere specified",Tunisia,0.192,,13215.868999999999
3440,Netherlands,Tunisia,2.108,1.69,36637.42799999999
3441,"Norway, Svalbard and Jan Mayen",Tunisia,0.040999999999999995,1.73,2245.9860000000003
3442,Portugal,Tunisia,0.424,1.09,724.57
3443,Singapore,Tunisia,0.747,1.52,57683.688
3444,Spain,Tunisia,0.019,0.95,7276.441000000001
3445,Sweden,Tunisia,0.108,1.73,8622.961
3446,"Switzerland, Liechtenstein",Tunisia,0.078,1.75,3995.692
3447,"Switzerland, Liechtenstein",Tunisia,0.078,1.54,3995.692
3448,Thailand,Tunisia,0.009999999999999998,-0.14,5499.867
3449,United Arab Emirates,Tunisia,0.266,0.55,17822.197999999997
3450,United Kingdom,Tunisia,1.3039999999999998,1.46,34960.074
3451,Azerbaijan,Turkey,0.104,-0.83,170.51
3452,Austria,Turkey,0.6559999999999999,1.55,3394.051
3453,Belgium,Turkey,9.704,1.31,12239.12
3454,Brazil,Turkey,0.005,-0.03,13792.235999999999
3455,Myanmar,Turkey,0.027,-1.42,409.50100000000003
3456,Canada,Turkey,1.23,1.62,17531.729000000003
3457,China,Turkey,7219.548000000001,-0.49,411379.754
3458,Czechia,Turkey,0.020999999999999998,0.9,4658.562
3459,Denmark,Turkey,0.69,1.78,7989.049999999999
3460,Finland,Turkey,0.06,1.84,2664.9170000000004
3461,"France, Monaco",Turkey,20.733,1.19,14637.760999999999
3462,Germany,Turkey,24.778,1.49,23017.288
3463,"China, Hong Kong Special Administrative Region",Turkey,4.876999999999999,1.35,99971.2
3464,Hungary,Turkey,6.0969999999999995,0.75,2429.925
3465,Indonesia,Turkey,24.094,-0.49,25303.601000000002
3466,Israel,Turkey,0.493,0.63,6832.461
3467,Italy,Turkey,1.06,0.63,9579.352
3468,Japan,Turkey,58.121,1.23,69993.533
3469,Republic of Korea,Turkey,9.620000000000001,0.75,28784.924
3470,Lithuania,Turkey,0.132,0.78,458.13199999999995
3471,Luxembourg,Turkey,0.796,1.71,127.797
3472,Malaysia,Turkey,0.03,0.36,23304.784
3473,Mexico,Turkey,0.007,-0.17,19859.502
3474,"Other Asia, not elsewhere specified",Turkey,0.068,,13215.868999999999
3475,Oman,Turkey,0.035,0.24,265.376
3476,Netherlands,Turkey,10.359,1.69,36637.42799999999
3477,"Norway, Svalbard and Jan Mayen",Turkey,0.5980000000000001,1.73,2245.9860000000003
3478,Poland,Turkey,11.053,0.71,21556.831
3479,Romania,Turkey,0.20500000000000002,0.11,5213.838
3480,India,Turkey,0.15000000000000002,-0.23,12479.099999999999
3481,Singapore,Turkey,6.556000000000001,1.52,57683.688
3482,Slovakia,Turkey,0.126,0.7,1870.2870000000003
3483,Viet Nam,Turkey,0.015,-0.48,5188.044
3484,Spain,Turkey,0.01,0.95,7276.441000000001
3485,Sweden,Turkey,0.506,1.73,8622.961
3486,"Switzerland, Liechtenstein",Turkey,1.685,1.75,3995.692
3487,"Switzerland, Liechtenstein",Turkey,1.685,1.54,3995.692
3488,Tajikistan,Turkey,0.001,-1.19,41.305
3489,Thailand,Turkey,0.053,-0.14,5499.867
3490,United Arab Emirates,Turkey,0.263,0.55,17822.197999999997
3491,Ukraine,Turkey,0.002,-0.62,978.1
3492,United Kingdom,Turkey,3.013,1.46,34960.074
3493,Belarus,Turkmenistan,0.008,-0.79,387.173
3494,Canada,Turkmenistan,0.002,1.62,17531.729000000003
3495,China,Turkmenistan,68.053,-0.49,411379.754
3496,Germany,Turkmenistan,0.10900000000000001,1.49,23017.288
3497,Kazakhstan,Turkmenistan,0.015,-0.56,347.704
3498,Poland,Turkmenistan,0.131,0.71,21556.831
3499,Singapore,Turkmenistan,0.003,1.52,57683.688
3500,United Arab Emirates,Turkmenistan,0.10099999999999999,0.55,17822.197999999997
3501,Turkey,Turkmenistan,1.685,-0.2,7544.607
3502,Ukraine,Turkmenistan,0.015,-0.62,978.1
3503,United Kingdom,Turkmenistan,0.19699999999999998,1.46,34960.074
3504,Belgium,Uganda,0.008,1.31,12239.12
3505,Bulgaria,Uganda,0.001,0.18,1117.8220000000001
3506,China,Uganda,52.973,-0.49,411379.754
3507,Denmark,Uganda,0.019999999999999997,1.78,7989.049999999999
3508,Indonesia,Uganda,0.178,-0.49,25303.601000000002
3509,Kenya,Uganda,0.024,-0.67,607.021
3510,South Africa,Uganda,16.068,0.29,58175.628000000004
3511,United Kingdom,Uganda,0.19,1.46,34960.074
3512,Azerbaijan,Ukraine,0.001,-0.83,170.51
3513,Austria,Ukraine,0.032,1.55,3394.051
3514,Belgium,Ukraine,0.187,1.31,12239.12
3515,Belarus,Ukraine,0.9039999999999999,-0.79,387.173
3516,Canada,Ukraine,1.261,1.62,17531.729000000003
3517,China,Ukraine,847.864,-0.49,411379.754
3518,Czechia,Ukraine,1.448,0.9,4658.562
3519,Denmark,Ukraine,0.729,1.78,7989.049999999999
3520,Estonia,Ukraine,0.16699999999999998,1.07,662.395
3521,Finland,Ukraine,0.003,1.84,2664.9170000000004
3522,"France, Monaco",Ukraine,2.4080000000000004,1.19,14637.760999999999
3523,Germany,Ukraine,26.494,1.49,23017.288
3524,"China, Hong Kong Special Administrative Region",Ukraine,0.34099999999999997,1.35,99971.2
3525,Hungary,Ukraine,6.566000000000001,0.75,2429.925
3526,Indonesia,Ukraine,26.147,-0.49,25303.601000000002
3527,Israel,Ukraine,0.089,0.63,6832.461
3528,Italy,Ukraine,0.616,0.63,9579.352
3529,Japan,Ukraine,12.026,1.23,69993.533
3530,Republic of Korea,Ukraine,3.8850000000000002,0.75,28784.924
3531,Latvia,Ukraine,1.086,0.67,355.83900000000006
3532,Lithuania,Ukraine,0.308,0.78,458.13199999999995
3533,Luxembourg,Ukraine,0.038,1.71,127.797
3534,Mexico,Ukraine,0.002,-0.17,19859.502
3535,"Other Asia, not elsewhere specified",Ukraine,0.008,,13215.868999999999
3536,Netherlands,Ukraine,0.49100000000000005,1.69,36637.42799999999
3537,"Norway, Svalbard and Jan Mayen",Ukraine,1.141,1.73,2245.9860000000003
3538,Poland,Ukraine,13.158000000000001,0.71,21556.831
3539,Romania,Ukraine,0.078,0.11,5213.838
3540,Russian Federation,Ukraine,15.030000000000001,-0.71,18765.510000000002
3541,Singapore,Ukraine,4.671,1.52,57683.688
3542,Slovakia,Ukraine,0.617,0.7,1870.2870000000003
3543,Slovenia,Ukraine,0.057,0.97,761.7780000000001
3544,Sweden,Ukraine,0.326,1.73,8622.961
3545,"Switzerland, Liechtenstein",Ukraine,0.915,1.75,3995.692
3546,"Switzerland, Liechtenstein",Ukraine,0.915,1.54,3995.692
3547,Turkey,Ukraine,0.009000000000000001,-0.2,7544.607
3548,United Kingdom,Ukraine,0.28700000000000003,1.46,34960.074
3549,Austria,The Former Yugoslav Republic of Macedonia,0.08499999999999999,1.55,3394.051
3550,Belgium,The Former Yugoslav Republic of Macedonia,0.094,1.31,12239.12
3551,Bulgaria,The Former Yugoslav Republic of Macedonia,1.244,0.18,1117.8220000000001
3552,China,The Former Yugoslav Republic of Macedonia,12.038,-0.49,411379.754
3553,Croatia,The Former Yugoslav Republic of Macedonia,0.012,0.34,252.433
3554,Czechia,The Former Yugoslav Republic of Macedonia,0.027,0.9,4658.562
3555,Denmark,The Former Yugoslav Republic of Macedonia,0.033,1.78,7989.049999999999
3556,"France, Monaco",The Former Yugoslav Republic of Macedonia,0.012,1.19,14637.760999999999
3557,Germany,The Former Yugoslav Republic of Macedonia,1.06,1.49,23017.288
3558,Hungary,The Former Yugoslav Republic of Macedonia,1.5930000000000002,0.75,2429.925
3559,Indonesia,The Former Yugoslav Republic of Macedonia,2.648,-0.49,25303.601000000002
3560,Israel,The Former Yugoslav Republic of Macedonia,0.07,0.63,6832.461
3561,Italy,The Former Yugoslav Republic of Macedonia,0.163,0.63,9579.352
3562,Japan,The Former Yugoslav Republic of Macedonia,0.8660000000000001,1.23,69993.533
3563,Republic of Korea,The Former Yugoslav Republic of Macedonia,0.10500000000000001,0.75,28784.924
3564,Luxembourg,The Former Yugoslav Republic of Macedonia,0.003,1.71,127.797
3565,Malaysia,The Former Yugoslav Republic of Macedonia,0.066,0.36,23304.784
3566,"Other Asia, not elsewhere specified",The Former Yugoslav Republic of Macedonia,0.395,,13215.868999999999
3567,Netherlands,The Former Yugoslav Republic of Macedonia,1.4929999999999999,1.69,36637.42799999999
3568,Poland,The Former Yugoslav Republic of Macedonia,0.7599999999999999,0.71,21556.831
3569,Romania,The Former Yugoslav Republic of Macedonia,0.003,0.11,5213.838
3570,Serbia,The Former Yugoslav Republic of Macedonia,0.179,-0.32,640.7230000000002
3571,India,The Former Yugoslav Republic of Macedonia,0.011000000000000001,-0.23,12479.099999999999
3572,Viet Nam,The Former Yugoslav Republic of Macedonia,0.002,-0.48,5188.044
3573,Slovenia,The Former Yugoslav Republic of Macedonia,0.035,0.97,761.7780000000001
3574,Spain,The Former Yugoslav Republic of Macedonia,0.001,0.95,7276.441000000001
3575,Sweden,The Former Yugoslav Republic of Macedonia,0.315,1.73,8622.961
3576,"Switzerland, Liechtenstein",The Former Yugoslav Republic of Macedonia,0.023,1.75,3995.692
3577,"Switzerland, Liechtenstein",The Former Yugoslav Republic of Macedonia,0.023,1.54,3995.692
3578,United Kingdom,The Former Yugoslav Republic of Macedonia,0.313,1.46,34960.074
3579,Belgium,Egypt,0.365,1.31,12239.12
3580,Canada,Egypt,0.057,1.62,17531.729000000003
3581,China,Egypt,3209.879,-0.49,411379.754
3582,Czechia,Egypt,0.010000000000000002,0.9,4658.562
3583,Denmark,Egypt,0.011999999999999999,1.78,7989.049999999999
3584,Finland,Egypt,0.004,1.84,2664.9170000000004
3585,Germany,Egypt,1.309,1.49,23017.288
3586,Greece,Egypt,0.003,0.5,3915.5150000000003
3587,"China, Hong Kong Special Administrative Region",Egypt,3.1550000000000002,1.35,99971.2
3588,Indonesia,Egypt,1.303,-0.49,25303.601000000002
3589,Ireland,Egypt,0.001,1.48,1538.568
3590,Italy,Egypt,11.003,0.63,9579.352
3591,Japan,Egypt,0.319,1.23,69993.533
3592,Kenya,Egypt,0.096,-0.67,607.021
3593,Republic of Korea,Egypt,15.679,0.75,28784.924
3594,Kuwait,Egypt,0.007,0.09,182.878
3595,Malaysia,Egypt,0.203,0.36,23304.784
3596,Mexico,Egypt,0.003,-0.17,19859.502
3597,"Other Asia, not elsewhere specified",Egypt,0.019,,13215.868999999999
3598,Oman,Egypt,0.02,0.24,265.376
3599,Netherlands,Egypt,0.175,1.69,36637.42799999999
3600,"Norway, Svalbard and Jan Mayen",Egypt,1.1940000000000002,1.73,2245.9860000000003
3601,Philippines,Egypt,0.003,-0.37,4481.732
3602,Portugal,Egypt,0.27,1.09,724.57
3603,Romania,Egypt,0.066,0.11,5213.838
3604,Singapore,Egypt,12.629999999999999,1.52,57683.688
3605,Slovakia,Egypt,0.012,0.7,1870.2870000000003
3606,Slovenia,Egypt,17.124,0.97,761.7780000000001
3607,South Africa,Egypt,0.001,0.29,58175.628000000004
3608,Spain,Egypt,1.151,0.95,7276.441000000001
3609,Sweden,Egypt,1.049,1.73,8622.961
3610,"Switzerland, Liechtenstein",Egypt,1.553,1.75,3995.692
3611,"Switzerland, Liechtenstein",Egypt,1.553,1.54,3995.692
3612,United Arab Emirates,Egypt,2.355,0.55,17822.197999999997
3613,Turkey,Egypt,0.577,-0.2,7544.607
3614,United Kingdom,Egypt,4.566,1.46,34960.074
3615,Angola,United Kingdom,0.244,-1.14,1332.205
3616,Australia,United Kingdom,5.368,1.58,6158.040999999998
3617,Austria,United Kingdom,65.88,1.55,3394.051
3618,Belgium,United Kingdom,283.144,1.31,12239.12
3619,Brunei Darussalam,United Kingdom,0.002,0.57,30.432999999999996
3620,Bulgaria,United Kingdom,0.096,0.18,1117.8220000000001
3621,Canada,United Kingdom,75.578,1.62,17531.729000000003
3622,China,United Kingdom,23868.229,-0.49,411379.754
3623,Congo,United Kingdom,0.007,-1.12,36.87
3624,Democratic Republic of the Congo,United Kingdom,0.055,-1.65,3567.076
3625,Croatia,United Kingdom,0.033,0.34,252.433
3626,Cyprus,United Kingdom,0.002,0.98,111.28999999999999
3627,Czechia,United Kingdom,10.76,0.9,4658.562
3628,Denmark,United Kingdom,21.400000000000002,1.78,7989.049999999999
3629,Ethiopia,United Kingdom,0.016,-0.94,41.178999999999995
3630,Estonia,United Kingdom,0.020999999999999998,1.07,662.395
3631,Finland,United Kingdom,0.538,1.84,2664.9170000000004
3632,"France, Monaco",United Kingdom,187.889,1.19,14637.760999999999
3633,Georgia,United Kingdom,0.051,-0.12,131.951
3634,Germany,United Kingdom,620.1569999999999,1.49,23017.288
3635,Greece,United Kingdom,12.276,0.5,3915.5150000000003
3636,"China, Hong Kong Special Administrative Region",United Kingdom,147.596,1.35,99971.2
3637,Hungary,United Kingdom,15.61,0.75,2429.925
3638,Iceland,United Kingdom,0.353,1.61,103.019
3639,Indonesia,United Kingdom,0.45399999999999996,-0.49,25303.601000000002
3640,Iran,United Kingdom,0.019,-0.98,3561.766
3641,Ireland,United Kingdom,89.406,1.48,1538.568
3642,Israel,United Kingdom,16.741,0.63,6832.461
3643,Italy,United Kingdom,6.175,0.63,9579.352
3644,Côte d'Ivoire,United Kingdom,0.016,,215.259
3645,Japan,United Kingdom,2646.146,1.23,69993.533
3646,Kazakhstan,United Kingdom,0.131,-0.56,347.704
3647,Kenya,United Kingdom,0.079,-0.67,607.021
3648,Republic of Korea,United Kingdom,41.44,0.75,28784.924
3649,Latvia,United Kingdom,0.022000000000000002,0.67,355.83900000000006
3650,Lithuania,United Kingdom,2.209,0.78,458.13199999999995
3651,Luxembourg,United Kingdom,2.912,1.71,127.797
3652,Malaysia,United Kingdom,1.767,0.36,23304.784
3653,Malta,United Kingdom,0.01,1.12,58.887
3654,Mexico,United Kingdom,0.123,-0.17,19859.502
3655,"Other Asia, not elsewhere specified",United Kingdom,10.299,,13215.868999999999
3656,Netherlands,United Kingdom,188.432,1.69,36637.42799999999
3657,Nicaragua,United Kingdom,0.038,-0.58,24.707
3658,"Norway, Svalbard and Jan Mayen",United Kingdom,17.083,1.73,2245.9860000000003
3659,Philippines,United Kingdom,3.827,-0.37,4481.732
3660,Poland,United Kingdom,88.305,0.71,21556.831
3661,Portugal,United Kingdom,0.14900000000000002,1.09,724.57
3662,Romania,United Kingdom,6.497000000000001,0.11,5213.838
3663,Russian Federation,United Kingdom,0.42100000000000004,-0.71,18765.510000000002
3664,Saint Lucia,United Kingdom,0.063,0.7,24.239
3665,India,United Kingdom,1.027,-0.23,12479.099999999999
3666,Singapore,United Kingdom,18.728,1.52,57683.688
3667,Slovakia,United Kingdom,1.101,0.7,1870.2870000000003
3668,Viet Nam,United Kingdom,8.184999999999999,-0.48,5188.044
3669,Slovenia,United Kingdom,2.9530000000000003,0.97,761.7780000000001
3670,South Africa,United Kingdom,187.035,0.29,58175.628000000004
3671,Spain,United Kingdom,28.700000000000003,0.95,7276.441000000001
3672,Sweden,United Kingdom,8.736,1.73,8622.961
3673,"Switzerland, Liechtenstein",United Kingdom,20.953000000000003,1.75,3995.692
3674,"Switzerland, Liechtenstein",United Kingdom,20.953000000000003,1.54,3995.692
3675,Thailand,United Kingdom,0.33099999999999996,-0.14,5499.867
3676,United Arab Emirates,United Kingdom,12.354000000000001,0.55,17822.197999999997
3677,Tunisia,United Kingdom,0.429,-0.16,499.533
3678,Turkey,United Kingdom,0.071,-0.2,7544.607
3679,Australia,United Republic of Tanzania,0.40900000000000003,1.58,6158.040999999998
3680,Belgium,United Republic of Tanzania,0.026000000000000002,1.31,12239.12
3681,Canada,United Republic of Tanzania,0.007,1.62,17531.729000000003
3682,China,United Republic of Tanzania,1230.538,-0.49,411379.754
3683,Congo,United Republic of Tanzania,0.05,-1.12,36.87
3684,Czechia,United Republic of Tanzania,0.11,0.9,4658.562
3685,"France, Monaco",United Republic of Tanzania,0.024,1.19,14637.760999999999
3686,Germany,United Republic of Tanzania,0.14400000000000002,1.49,23017.288
3687,Indonesia,United Republic of Tanzania,1.0,-0.49,25303.601000000002
3688,Jamaica,United Republic of Tanzania,0.035,0.08,75.28500000000001
3689,Japan,United Republic of Tanzania,0.2,1.23,69993.533
3690,Lebanon,United Republic of Tanzania,0.254,-0.65,134.824
3691,Malaysia,United Republic of Tanzania,0.9299999999999999,0.36,23304.784
3692,Mauritius,United Republic of Tanzania,5.998,0.76,456.485
3693,"Other Asia, not elsewhere specified",United Republic of Tanzania,0.704,,13215.868999999999
3694,Netherlands,United Republic of Tanzania,0.04,1.69,36637.42799999999
3695,Senegal,United Republic of Tanzania,0.011,-0.16,981.6790000000001
3696,India,United Republic of Tanzania,0.026000000000000002,-0.23,12479.099999999999
3697,Singapore,United Republic of Tanzania,7.659,1.52,57683.688
3698,South Africa,United Republic of Tanzania,53.253,0.29,58175.628000000004
3699,Sweden,United Republic of Tanzania,0.011,1.73,8622.961
3700,United Arab Emirates,United Republic of Tanzania,140.01,0.55,17822.197999999997
3701,United Kingdom,United Republic of Tanzania,0.096,1.46,34960.074
