,k,sources,targets,q_total
680,841869,Denmark,Argentina,22.212
681,841899,Denmark,Argentina,5.734000000000001
682,850440,Denmark,Argentina,66.1
683,854140,Denmark,Argentina,1.476
684,850440,Dominican Republic,Argentina,0.016
685,854140,Dominican Republic,Argentina,0.383
686,850440,Estonia,Argentina,2.387
687,282200,Finland,Argentina,16.72
688,283329,Finland,Argentina,4.7
689,810520,Finland,Argentina,0.025
690,850440,Finland,Argentina,98.596
691,854140,Finland,Argentina,0.015000000000000001
692,282739,"France, Monaco",Argentina,1.0359999999999998
693,283329,"France, Monaco",Argentina,22.518
694,810520,"France, Monaco",Argentina,0.22699999999999998
695,840690,"France, Monaco",Argentina,0.498
696,841199,"France, Monaco",Argentina,34.477
697,841850,"France, Monaco",Argentina,12.251
698,841861,"France, Monaco",Argentina,104.774
699,841869,"France, Monaco",Argentina,499.30699999999996
700,841891,"France, Monaco",Argentina,0.034
701,841899,"France, Monaco",Argentina,77.499
702,850440,"France, Monaco",Argentina,148.23399999999998
703,854140,"France, Monaco",Argentina,3.614
704,282200,Germany,Argentina,0.01
705,282739,Germany,Argentina,55.096
706,283329,Germany,Argentina,280.31
707,810520,Germany,Argentina,0.752
708,840690,Germany,Argentina,29.383000000000003
709,841199,Germany,Argentina,117.469
710,841850,Germany,Argentina,26.635
711,841861,Germany,Argentina,6.045999999999999
712,841869,Germany,Argentina,232.113
713,841899,Germany,Argentina,127.063
714,850440,Germany,Argentina,264.249
715,854140,Germany,Argentina,14.084000000000001
716,850440,Guatemala,Argentina,0.002
717,283329,"China, Hong Kong Special Administrative Region",Argentina,224.833
718,850440,"China, Hong Kong Special Administrative Region",Argentina,7.535
719,854140,"China, Hong Kong Special Administrative Region",Argentina,4.471
720,841199,Hungary,Argentina,23.892
721,841899,Hungary,Argentina,0.6000000000000001
722,850440,Hungary,Argentina,1.294
723,854140,Hungary,Argentina,0.06
724,841899,Indonesia,Argentina,0.142
725,850440,Indonesia,Argentina,152.755
726,854140,Indonesia,Argentina,1.4449999999999998
727,841899,Ireland,Argentina,0.193
728,850440,Ireland,Argentina,0.325
729,854140,Ireland,Argentina,0.023
730,841199,Israel,Argentina,0.349
731,850440,Israel,Argentina,10.36
732,282739,Italy,Argentina,0.001
733,283329,Italy,Argentina,0.49
734,840690,Italy,Argentina,578.6759999999999
735,841199,Italy,Argentina,19.595
736,841810,Italy,Argentina,64.11099999999999
737,841830,Italy,Argentina,17.586
738,841840,Italy,Argentina,8.254
739,841850,Italy,Argentina,509.085
740,841861,Italy,Argentina,38.066
741,841869,Italy,Argentina,466.933
742,841891,Italy,Argentina,262.95
743,841899,Italy,Argentina,1133.862
744,850440,Italy,Argentina,180.867
745,854140,Italy,Argentina,109.197
746,850440,Côte d'Ivoire,Argentina,0.008
747,282739,Japan,Argentina,0.004
748,283329,Japan,Argentina,0.079
749,840690,Japan,Argentina,3.42
750,841199,Japan,Argentina,39.653
751,841830,Japan,Argentina,2.4050000000000002
752,841840,Japan,Argentina,5.209
753,841850,Japan,Argentina,2.16
754,841869,Japan,Argentina,9.629999999999999
755,841899,Japan,Argentina,115.822
756,850440,Japan,Argentina,51.515
757,854140,Japan,Argentina,5.096
758,282739,Republic of Korea,Argentina,12.0
759,841199,Republic of Korea,Argentina,3.1270000000000002
760,841810,Republic of Korea,Argentina,133.04000000000002
761,841830,Republic of Korea,Argentina,0.26
762,841840,Republic of Korea,Argentina,23.159
763,841869,Republic of Korea,Argentina,224.81799999999998
764,841891,Republic of Korea,Argentina,0.03
765,841899,Republic of Korea,Argentina,152.48899999999998
766,850440,Republic of Korea,Argentina,96.572
767,854140,Republic of Korea,Argentina,25.222
768,850440,Latvia,Argentina,0.043000000000000003
769,854140,Lithuania,Argentina,0.006
770,810520,Luxembourg,Argentina,0.079
771,854140,Luxembourg,Argentina,0.001
772,283329,Malaysia,Argentina,343.59000000000003
773,841869,Malaysia,Argentina,79.028
774,841899,Malaysia,Argentina,0.011
775,850440,Malaysia,Argentina,48.607
776,854140,Malaysia,Argentina,5.225
777,282739,Mexico,Argentina,0.129
778,283329,Mexico,Argentina,486.87399999999997
779,840690,Mexico,Argentina,0.015
780,841199,Mexico,Argentina,2.737
781,841810,Mexico,Argentina,1388.685
782,841850,Mexico,Argentina,4540.169
783,841869,Mexico,Argentina,128.89800000000002
784,841899,Mexico,Argentina,510.024
785,850440,Mexico,Argentina,140.02700000000002
786,854140,Mexico,Argentina,19.994
787,841869,"Other Asia, not elsewhere specified",Argentina,4.198
788,841899,"Other Asia, not elsewhere specified",Argentina,3.7009999999999996
789,850440,"Other Asia, not elsewhere specified",Argentina,235.272
790,854140,"Other Asia, not elsewhere specified",Argentina,31.75
791,854140,Morocco,Argentina,0.003
792,841199,Netherlands,Argentina,4.2490000000000006
793,841850,Netherlands,Argentina,0.067
794,841861,Netherlands,Argentina,0.234
795,841869,Netherlands,Argentina,1.847
796,841899,Netherlands,Argentina,0.237
797,850440,Netherlands,Argentina,23.965
798,854140,Netherlands,Argentina,1.238
799,850440,New Zealand,Argentina,16.738
800,854140,New Zealand,Argentina,0.005
801,850440,"Norway, Svalbard and Jan Mayen",Argentina,0.10999999999999999
802,841810,Panama,Argentina,0.6
803,841899,Panama,Argentina,14.499
804,850440,Panama,Argentina,11.122
805,854140,Panama,Argentina,1.506
806,850440,Paraguay,Argentina,0.02
807,283329,Peru,Argentina,2102.212
808,850440,Peru,Argentina,1.688
809,850440,Philippines,Argentina,1415.173
810,854140,Philippines,Argentina,2.341
811,841869,Poland,Argentina,57.532000000000004
812,841899,Poland,Argentina,135.164
813,850440,Poland,Argentina,10.426
814,282200,Portugal,Argentina,0.017
815,841899,Portugal,Argentina,0.028999999999999998
816,850440,Portugal,Argentina,0.061000000000000006
817,841199,Romania,Argentina,12.9
818,850440,Romania,Argentina,6.014
819,282739,Russian Federation,Argentina,0.001
820,840690,Russian Federation,Argentina,38.023
821,841199,Russian Federation,Argentina,0.30800000000000005
822,841899,Russian Federation,Argentina,0.001
823,850440,Russian Federation,Argentina,0.068
824,850440,Serbia,Argentina,0.004
825,282739,India,Argentina,2.452
826,283329,India,Argentina,62.753
827,841899,India,Argentina,0.38199999999999995
828,850440,India,Argentina,301.291
829,854140,India,Argentina,0.011999999999999999
830,283329,Singapore,Argentina,10.004
831,841199,Singapore,Argentina,9.676
832,841899,Singapore,Argentina,0.41900000000000004
833,850440,Singapore,Argentina,7.829
834,854140,Singapore,Argentina,1.316
835,841899,Slovakia,Argentina,1.629
836,850440,Slovakia,Argentina,9.936
837,854140,Slovakia,Argentina,0.004
838,850440,Viet Nam,Argentina,0.464
839,850440,Slovenia,Argentina,0.355
840,282200,South Africa,Argentina,0.18
841,841199,South Africa,Argentina,8.408
842,841899,South Africa,Argentina,2.722
843,850440,South Africa,Argentina,0.10900000000000001
844,854140,South Africa,Argentina,1.793
845,282739,Spain,Argentina,2.426
846,283329,Spain,Argentina,6.537
847,841199,Spain,Argentina,0.613
848,841810,Spain,Argentina,21.403000000000002
849,841840,Spain,Argentina,0.51
850,841850,Spain,Argentina,33.28
851,841861,Spain,Argentina,4.179
852,841869,Spain,Argentina,55.596999999999994
853,841899,Spain,Argentina,52.817
854,842112,Spain,Argentina,4.613
855,850440,Spain,Argentina,70.97800000000001
856,854140,Spain,Argentina,2.446
857,840690,Sweden,Argentina,1.207
858,841199,Sweden,Argentina,0.38
859,841869,Sweden,Argentina,228.661
860,841899,Sweden,Argentina,5.713
861,850440,Sweden,Argentina,16.405
862,854140,Sweden,Argentina,5.791
863,282739,"Switzerland, Liechtenstein",Argentina,0.095
864,840690,"Switzerland, Liechtenstein",Argentina,0.27999999999999997
865,841199,"Switzerland, Liechtenstein",Argentina,38.68600000000001
866,841850,"Switzerland, Liechtenstein",Argentina,4.59
867,841861,"Switzerland, Liechtenstein",Argentina,0.182
868,841899,"Switzerland, Liechtenstein",Argentina,0.34199999999999997
869,850440,"Switzerland, Liechtenstein",Argentina,47.387
870,854140,"Switzerland, Liechtenstein",Argentina,0.318
871,841199,Thailand,Argentina,12.618
872,841810,Thailand,Argentina,94.739
873,841869,Thailand,Argentina,9.172
874,841899,Thailand,Argentina,159.285
875,850440,Thailand,Argentina,32.694
876,854140,Thailand,Argentina,3.161
877,283329,United Arab Emirates,Argentina,20.0
878,841199,United Arab Emirates,Argentina,1.685
879,850440,United Arab Emirates,Argentina,0.042
880,841810,Turkey,Argentina,5582.983
881,841840,Turkey,Argentina,169.812
882,841869,Turkey,Argentina,5.063
883,841899,Turkey,Argentina,13.8
884,842112,Turkey,Argentina,65.491
885,850440,Turkey,Argentina,1.261
886,841869,Egypt,Argentina,0.87
887,282739,United Kingdom,Argentina,0.313
888,810520,United Kingdom,Argentina,1.325
889,840690,United Kingdom,Argentina,0.053
890,841199,United Kingdom,Argentina,23.076
891,841840,United Kingdom,Argentina,0.556
892,841869,United Kingdom,Argentina,92.37
893,841899,United Kingdom,Argentina,7.516
894,850440,United Kingdom,Argentina,54.599
895,854140,United Kingdom,Argentina,0.062
896,282200,"USA, Puerto Rico and US Virgin Islands",Argentina,9.67
897,282739,"USA, Puerto Rico and US Virgin Islands",Argentina,62.547999999999995
898,283329,"USA, Puerto Rico and US Virgin Islands",Argentina,89.365
899,711510,"USA, Puerto Rico and US Virgin Islands",Argentina,0.136
900,750110,"USA, Puerto Rico and US Virgin Islands",Argentina,0.764
901,810520,"USA, Puerto Rico and US Virgin Islands",Argentina,38.549
902,840682,"USA, Puerto Rico and US Virgin Islands",Argentina,40.372
903,840690,"USA, Puerto Rico and US Virgin Islands",Argentina,11.195
904,841199,"USA, Puerto Rico and US Virgin Islands",Argentina,159.111
905,841810,"USA, Puerto Rico and US Virgin Islands",Argentina,95.88
906,841830,"USA, Puerto Rico and US Virgin Islands",Argentina,21.383000000000003
907,841840,"USA, Puerto Rico and US Virgin Islands",Argentina,65.221
908,841850,"USA, Puerto Rico and US Virgin Islands",Argentina,21.707
909,841861,"USA, Puerto Rico and US Virgin Islands",Argentina,110.238
910,841869,"USA, Puerto Rico and US Virgin Islands",Argentina,1198.923
911,841891,"USA, Puerto Rico and US Virgin Islands",Argentina,25.021
912,841899,"USA, Puerto Rico and US Virgin Islands",Argentina,163.983
913,850440,"USA, Puerto Rico and US Virgin Islands",Argentina,573.144
914,854140,"USA, Puerto Rico and US Virgin Islands",Argentina,1.9409999999999998
915,282739,Uruguay,Argentina,702.0
916,283329,Uruguay,Argentina,1484.156
917,850440,Uruguay,Argentina,2.971
918,854140,Uruguay,Argentina,18.772
919,810520,Zambia,Argentina,1.0
920,850440,Antigua and Barbuda,Australia,0.579
921,283329,Argentina,Australia,160.0
922,842112,Argentina,Australia,5.67
923,850440,Argentina,Australia,0.01
924,841199,Austria,Australia,20.936999999999998
925,841810,Austria,Australia,241.45800000000003
926,841830,Austria,Australia,0.542
927,841840,Austria,Australia,4.458
928,841850,Austria,Australia,861.253
929,841861,Austria,Australia,3.401
930,841869,Austria,Australia,7.433999999999999
931,841891,Austria,Australia,0.8260000000000001
932,841899,Austria,Australia,20.867
933,850440,Austria,Australia,633.792
934,854140,Austria,Australia,29.723
935,840690,Bangladesh,Australia,0.668
936,850440,Bangladesh,Australia,0.038
937,282200,Belgium,Australia,33.442
938,282739,Belgium,Australia,30.634
939,283329,Belgium,Australia,26.802000000000003
940,810520,Belgium,Australia,5.708
941,840690,Belgium,Australia,0.409
942,841199,Belgium,Australia,1.419
943,841810,Belgium,Australia,2.073
944,841850,Belgium,Australia,13.468
945,841861,Belgium,Australia,4.229
946,841869,Belgium,Australia,53.31399999999999
947,841899,Belgium,Australia,3.3709999999999996
948,850440,Belgium,Australia,64.917
949,854140,Belgium,Australia,1.903
950,850440,Bosnia Herzegovina,Australia,0.35
951,282739,Brazil,Australia,7.1
952,840682,Brazil,Australia,17.42
953,841199,Brazil,Australia,0.217
954,841810,Brazil,Australia,15.2
955,841869,Brazil,Australia,3.644
956,841899,Brazil,Australia,4.023
957,850440,Brazil,Australia,135.394
958,854140,Brazil,Australia,0.015
959,283329,British Virgin Islands,Australia,20.02
960,850440,Brunei Darussalam,Australia,0.875
961,841830,Bulgaria,Australia,0.076
962,850440,Bulgaria,Australia,1.346
963,854140,Belarus,Australia,0.001
964,282739,Canada,Australia,8007.149
965,283329,Canada,Australia,7.261
966,810520,Canada,Australia,23.842000000000002
967,840681,Canada,Australia,0.053
968,840690,Canada,Australia,14.883
969,841199,Canada,Australia,6.625
970,841810,Canada,Australia,141.20100000000002
971,841830,Canada,Australia,2.563
972,841840,Canada,Australia,7.652
973,841850,Canada,Australia,7.798
974,841861,Canada,Australia,17.708
975,841869,Canada,Australia,104.95100000000001
976,841899,Canada,Australia,24.091
977,842112,Canada,Australia,0.6699999999999999
978,850440,Canada,Australia,160.207
979,854140,Canada,Australia,38.594
980,841199,Cayman Islands,Australia,0.11599999999999999
981,850440,Sri Lanka,Australia,1.0170000000000001
982,283329,Chile,Australia,24.516
983,850440,Chile,Australia,0.047
984,282200,China,Australia,8.209
985,282739,China,Australia,760.596
986,283329,China,Australia,73009.012
987,810520,China,Australia,74.98400000000001
988,840690,China,Australia,173.344
989,841199,China,Australia,628.956
990,841810,China,Australia,32896.935
991,841830,China,Australia,7067.0509999999995
992,841840,China,Australia,9698.487
993,841850,China,Australia,23729.338
994,841861,China,Australia,2605.585
995,841869,China,Australia,14816.794000000002
996,841891,China,Australia,279.859
997,841899,China,Australia,27177.445
998,842112,China,Australia,86.153
999,850440,China,Australia,24968.443000000003
1000,854140,China,Australia,209536.29700000002
1001,841199,Christmas Islands,Australia,0.385
1002,850440,Costa Rica,Australia,0.883
1003,850440,Croatia,Australia,418.44
1004,841199,Czechia,Australia,30.391
1005,841850,Czechia,Australia,7.953
1006,841861,Czechia,Australia,90.327
1007,841869,Czechia,Australia,9.034999999999998
1008,841899,Czechia,Australia,12.327
1009,850440,Czechia,Australia,19.84
1010,854140,Czechia,Australia,84.008
1011,282739,Denmark,Australia,0.008
1012,283329,Denmark,Australia,0.002
1013,841810,Denmark,Australia,21.705000000000002
1014,841830,Denmark,Australia,152.764
1015,841840,Denmark,Australia,5.659000000000001
1016,841850,Denmark,Australia,450.975
1017,841861,Denmark,Australia,77.589
1018,841869,Denmark,Australia,136.06
1019,841891,Denmark,Australia,6.697
1020,841899,Denmark,Australia,59.361
1021,842112,Denmark,Australia,2.472
1022,850440,Denmark,Australia,689.94
1023,854140,Denmark,Australia,4.88
1024,850440,Dominican Republic,Australia,0.113
1025,854140,Dominican Republic,Australia,5.161999999999999
1026,850440,Ecuador,Australia,0.018
1027,850440,Equatorial Guinea,Australia,0.004
1028,850440,Estonia,Australia,6.656
1029,841899,Fiji,Australia,0.968
1030,854140,Fiji,Australia,2.653
1031,283329,Finland,Australia,142.263
1032,810520,Finland,Australia,0.096
1033,841850,Finland,Australia,184.05900000000003
1034,841869,Finland,Australia,1.096
1035,841899,Finland,Australia,3.0660000000000003
1036,850440,Finland,Australia,831.896
1037,854140,Finland,Australia,0.202
1038,282739,"France, Monaco",Australia,0.035
1039,283329,"France, Monaco",Australia,6.891
1040,810520,"France, Monaco",Australia,0.192
1041,840690,"France, Monaco",Australia,0.33799999999999997
1042,841199,"France, Monaco",Australia,112.695
1043,841810,"France, Monaco",Australia,2.9989999999999997
1044,841840,"France, Monaco",Australia,22.318
1045,841850,"France, Monaco",Australia,1450.753
1046,841861,"France, Monaco",Australia,358.688
1047,841869,"France, Monaco",Australia,2503.936
1048,841891,"France, Monaco",Australia,47.935
1049,841899,"France, Monaco",Australia,352.678
1050,850440,"France, Monaco",Australia,311.483
1051,854140,"France, Monaco",Australia,137.46499999999997
1052,841199,French Polynesia,Australia,0.142
1053,282739,Germany,Australia,225.34000000000003
1054,283329,Germany,Australia,2380.3230000000003
1055,711510,Germany,Australia,3.9949999999999997
1056,810520,Germany,Australia,1.911
1057,840681,Germany,Australia,292.56
1058,840682,Germany,Australia,204.539
1059,840690,Germany,Australia,13.708
1060,841199,Germany,Australia,90.887
1061,841810,Germany,Australia,924.1099999999999
1062,841830,Germany,Australia,3.848
1063,841840,Germany,Australia,763.46
1064,841850,Germany,Australia,197.01
1065,841861,Germany,Australia,531.108
1066,841869,Germany,Australia,360.692
1067,841891,Germany,Australia,1.695
1068,841899,Germany,Australia,360.641
1069,842112,Germany,Australia,23.59
1070,850440,Germany,Australia,6588.805
1071,854140,Germany,Australia,10776.408
1072,850440,Ghana,Australia,0.254
1073,841810,Greece,Australia,1.564
1074,841830,Greece,Australia,1.964
1075,841850,Greece,Australia,139.84300000000002
1076,841869,Greece,Australia,80.538
1077,841891,Greece,Australia,5.472
1078,841899,Greece,Australia,4.06
1079,850440,Greece,Australia,6.401999999999999
1080,283329,"China, Hong Kong Special Administrative Region",Australia,978.6840000000001
1081,810520,"China, Hong Kong Special Administrative Region",Australia,67.815
1082,841199,"China, Hong Kong Special Administrative Region",Australia,0.054
1083,841810,"China, Hong Kong Special Administrative Region",Australia,274.111
1084,841830,"China, Hong Kong Special Administrative Region",Australia,127.76100000000001
1085,841840,"China, Hong Kong Special Administrative Region",Australia,512.692
1086,841850,"China, Hong Kong Special Administrative Region",Australia,120.608
1087,841861,"China, Hong Kong Special Administrative Region",Australia,61.932
1088,841869,"China, Hong Kong Special Administrative Region",Australia,893.154
1089,841899,"China, Hong Kong Special Administrative Region",Australia,67.80799999999999
1090,850440,"China, Hong Kong Special Administrative Region",Australia,1234.987
1091,854140,"China, Hong Kong Special Administrative Region",Australia,2557.183
1092,841199,Hungary,Australia,173.323
1093,841850,Hungary,Australia,37.28
1094,841869,Hungary,Australia,78.031
1095,841899,Hungary,Australia,1.3
1096,850440,Hungary,Australia,20.805
1097,854140,Hungary,Australia,1.0619999999999998
1098,850440,Iceland,Australia,0.25
1099,282739,Indonesia,Australia,0.068
1100,840690,Indonesia,Australia,24.941
1101,841199,Indonesia,Australia,135.233
1102,841810,Indonesia,Australia,10726.238000000001
1103,841840,Indonesia,Australia,15.570999999999998
1104,841850,Indonesia,Australia,1722.8029999999999
